,review
2385,could and should be sweeter than 39 residual sugar to justify being a dessert wine teases with somewhat sweet blackberry chocolate and pepper flavors that pull back to a tannic earthy finish
2386,could be drier and more minerally because the lemongrass gooseberry and wildflower flavors finish jammysweet but ultracrisp acidity helps to balance and the ultimate impact of this wine is mouthcleansing and steely
2387,cranberry and currant aromas come with hints of herbs and juniper an astringent initial mouthfeel turns more complex with airing flavors of berry and plum are roasted and rubbery it finishes on the grabby side with chunky tannins drink through 2020
2388,cranberry and mulberry fruits sweet and soft and just so juicy this is a lively wine with hints of rose hip and the freshest fruiteven after three years the aftertaste is soft hinting at wood
2389,cranberry and sweet beet aromas are gritty but pure while the palate pushes highoctane black fruit along with chocolate and raisin flavors lively in terms of feel with very nice acidity providing balance finishes long and smoky with pop
2390,cranberry bing cherry and red plum flavors dominate the fruit profile enlivened by a bright spice note the tannins turn quite chalky and drying which lessens the pleasure of the finish
2391,cranberry fruit with pungent clove accents sets up this spicy assertive pinot noir what appear to be strong barrel flavors include vanilla and caramel along with coffee and clove the fruit is tart and smooth but the barrel flavors are not yet entirely integrated
2392,creamy and a little unripe with a vegetal edge to the citrus and pear flavors its dry acidic and clean works for everyday fare
2393,creamy and luscious with sweet fruit tones backed by layers of spice and tobacco this wine does a nice job of showcasing the 2005 vintage of brunello the wine is less expressive in the mouth where it shows a lean compact feel with bright acidity a marc de grazia selection various american importers
2394,creamy and oaky on the nose with a soft touch this blend of 68 cabernet and 32 syrah offers weight density and smooth edges along with blackberry coffee and mild medicinal and herbal flavors finishes dark toasty and a touch minty
2395,creamy and smooth with a dense and sophisticated style this is the kind of topshelf pinot grigio you could pair with lobster bisque or new england clam chowder there are pretty aromas here of yellow flower acacia peach pear and citrus
2396,creamy bland and short on kick aromas and flavors the palate is spongey and tastes of creamed apple light herbs and white pepper its inoffensive but not worth much attention finishes a bit vegetal as well
2397,creamy butter and vanilla aromas suggest richness in this vineyarddesignated wine and its body and texture are equally full spicy oak and nutmeg flavors accent its dense ripe apple and pear flavors adorned in caramelized honey
2398,creamy on the nose with a scent of musk and flowers this wine from brotherhood is too angular to fully enjoy the acidity is good but the overall flavors are lean
2399,creamytextured fullbodied and showing a bit of warmth this is lush and lavishly oaked chocolate vanilla and plum flavors play major roles with earthier notes hints of spice and tobacco in support likely to mature quickly drink now2012
2400,created by vigouroux as a hommage to malbec in cahors and argentina this has the structure of cahors and the rich smoothness of mendoza complex powerful full of ripe fruit its impressively juicy textured and full of acidity at the end
2401,created only in exceptional years like 2010 this is a beautiful example of new york chardonnay elegant on the nose and palate with penetrating notes of meyer lemons honey and waxy white flowers this is an opulent fullbodied wine thats judiciously oaked and concentrated through the finish drinks gorgeously now but could easily hold 35 years
2402,crisp acidity and an attractive line in vivid citrus give a fresh readytodrink wine it has a bright pear juice final flavor
